user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
A11_2.bin.63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	GCA_003526955.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	98.06	0.85	GCA_003526955.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	98.06	0.85	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002834225.1, s__Ruminococcus_E bromii, 95.0, 79.93, 0.39; GCF_002834235.1, s__Ruminococcus_E bromii_B, 95.0, 79.85, 0.39; GCA_003521625.1, s__Ruminococcus_E sp003521625, 95.0, 78.98, 0.32; GCF_900101355.1, s__Ruminococcus_E bromii_A, 95.0, 78.88, 0.27; GCA_002493635.1, s__Ruminococcus_E sp002493635, 95.0, 78.75, 0.3; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 78.56, 0.34; GCA_002493005.1, s__Ruminococcus_E sp002493005, 95.0, 78.37, 0.3; GCA_900319615.1, s__Ruminococcus_E sp900319615, 95.0, 78.27, 0.03; GCA_900315085.1, s__Ruminococcus_E sp900315085, 95.0, 77.81, 0.16; GCA_900318495.1, s__Ruminococcus_E sp900318495, 95.0, 77.77, 0.16; GCA_900319655.1, s__Ruminococcus_E sp900319655, 95.0, 77.54, 0.18; GCA_900316435.1, s__Ruminococcus_E sp900316435, 95.0, 77.43, 0.11; GCA_002350765.1, s__Ruminococcus_E sp002350765, 95.0, 77.4, 0.09; GCA_900315195.1, s__Ruminococcus_E sp900315195, 95.0, 77.39, 0.12; GCA_900316385.1, s__Ruminococcus_E sp900316385, 95.0, 77.25, 0.08; GCA_900315785.1, s__Ruminococcus_E sp900315785, 95.0, 77.24, 0.11; GCF_900100595.1, s__Ruminococcus_E sp900100595, 95.0, 77.19, 0.08; GCA_900316555.1, s__Ruminococcus_E sp900316555, 95.0, 77.18, 0.1; GCA_003520555.1, s__Ruminococcus_E sp003520555, 95.0, 77.12, 0.13; GCA_900313895.1, s__Ruminococcus_E sp900313895, 95.0, 77.11, 0.03; GCA_900315605.1, s__Ruminococcus_E sp900315605, 95.0, 76.93, 0.13; GCA_900317315.1, s__Ruminococcus_E sp900317315, 95.0, 76.88, 0.05; GCA_900314705.1, s__Ruminococcus_E sp900314705, 95.0, 76.78, 0.12; GCA_900318905.1, s__Ruminococcus_E sp900318905, 95.0, 76.72, 0.1; GCA_900320415.1, s__Ruminococcus_E sp900320415, 95.0, 76.44, 0.04; GCA_900314795.1, s__Ruminococcus_E sp900314795, 95.0, 76.37, 0.04; GCA_900315815.1, s__Ruminococcus_E sp900315815, 95.0, 76.36, 0.02; GCA_002353935.1, s__Ruminococcus_E sp002353935, 95.0, 76.29, 0.08; GCA_900316815.1, s__Ruminococcus_E sp900316815, 95.0, 76.24, 0.05; GCA_900317595.1, s__Ruminococcus_E sp900317595, 95.0, 76.15, 0.05; GCA_900320995.1, s__Ruminococcus_E sp900320995, 95.0, 76.02, 0.03; GCA_900317875.1, s__Ruminococcus_E sp900317875, 95.0, 75.68, 0.08; GCA_900313865.1, s__Ruminococcus_E sp900313865, 95.0, 75.5, 0.02; GCA_002394725.1, s__Ruminococcus_E sp002394725, 95.0, 75.45, 0.02; GCA_003499325.1, s__Ruminococcus_E sp003499325, 95.0, 75.33, 0.03	96.19	11	N/A	N/A
A11_2.bin.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437255	GCA_000437255.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437255	99.47	0.91	GCA_000437255.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437255	99.47	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000433635.1, s__Ruminococcus_C sp000433635, 95.0, 78.81, 0.23; GCA_000980705.1, s__Ruminococcus_C sp000980705, 95.0, 78.73, 0.2; GCF_000468015.1, s__Ruminococcus_C callidus, 95.0, 78.71, 0.2; GCA_000437175.1, s__Ruminococcus_C sp000437175, 95.0, 78.27, 0.18	89.48	11	N/A	N/A
A11_2.bin.68	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	GCF_001404675.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	98.78	0.96	GCF_001404675.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	98.78	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000154425.1, s__Coprococcus eutactus, 95.0, 88.86, 0.76; GCF_000154245.1, s__Coprococcus sp000154245, 95.0, 79.48, 0.19; GCA_900066115.1, s__Coprococcus sp900066115, 95.0, 79.33, 0.19; GCA_000433075.1, s__Coprococcus sp000433075, 95.0, 79.07, 0.26; GCA_002437435.1, s__Coprococcus sp002437435, 95.0, 78.89, 0.18	93.23	11	N/A	N/A
A12_2.bin.22	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	GCF_000156655.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	96.36	0.88	GCF_000156655.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	96.36	0.88	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002299315.1, s__Holdemanella sp002299315, 95.0, 90.54, 0.82	85.63	11	N/A	N/A
A15_2.bin.18	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp002299315	GCA_002299315.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp002299315	97.03	0.93	GCA_002299315.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp002299315	97.03	0.93	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000156655.1, s__Holdemanella biformis, 95.0, 90.46, 0.77	90.32	11	N/A	N/A
A15_2.bin.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	N/A	N/A	N/A	N/A	N/A	GCA_003539495.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp003539495	86.54	0.72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900313295.1, s__CAG-83 sp900313295, 95.0, 84.37, 0.71; GCA_001916855.1, s__CAG-83 sp001916855, 95.0, 81.13, 0.45; GCA_000435975.1, s__CAG-83 sp000435975, 95.0, 80.74, 0.45; GCA_000431575.1, s__CAG-83 sp000431575, 95.0, 80.24, 0.43; GCA_002438575.1, s__CAG-83 sp002438575, 95.0, 80.14, 0.4; GCA_003487665.1, s__CAG-83 sp003487665, 95.0, 80.05, 0.42; GCA_900317425.1, s__CAG-83 sp900317425, 95.0, 80.05, 0.39; GCA_002392625.1, s__CAG-83 sp002392625, 95.0, 79.54, 0.31; GCA_000435555.1, s__CAG-83 sp000435555, 95.0, 79.43, 0.39; GCA_002309395.1, s__CAG-83 sp002309395, 95.0, 77.58, 0.19	74.03	11	0.9888645968505746	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
A15_2.bin.33	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	GCA_003096535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	96.6	0.9	GCA_003096535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	96.6	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000701665.1, s__Agathobaculum desmolans, 95.0, 79.46, 0.4; GCF_900291975.1, s__Agathobaculum sp900291975, 95.0, 79.21, 0.42	97.46	11	N/A	N/A
A15_2.bin.39	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp003476825	GCA_003476825.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp003476825	98.31	0.82	GCA_003476825.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp003476825	98.31	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900167555.1, s__Gemmiger formicilis, 95.0, 80.94, 0.43; GCA_002306375.1, s__Gemmiger sp002306375, 95.0, 79.03, 0.4; GCF_000157955.1, s__Gemmiger variabile, 95.0, 78.79, 0.35	75.38	11	N/A	Genome has more than 10.8% of markers with multiple hits
A15_2.bin.4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	GCF_000173795.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	97.0	0.77	GCF_000173795.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	97.0	0.77	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000437715.1, s__Catenibacterium sp000437715, 95.0, 94.73, 0.72	61.31	11	N/A	Genome has more than 16.7% of markers with multiple hits
A15_2.bin.43	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	GCF_000765235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	97.07	0.82	GCF_000765235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	97.07	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003522105.1, s__ER4 sp003522105, 95.0, 88.54, 0.69; GCA_002405995.1, s__ER4 sp002405995, 95.0, 85.94, 0.73; GCA_900317525.1, s__ER4 sp900317525, 95.0, 81.98, 0.6; GCA_002437735.1, s__ER4 sp002437735, 95.0, 81.91, 0.6	97.46	11	N/A	N/A
A15_2.bin.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_B;s__Coprococcus_B comes	GCF_000155875.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_B;s__Coprococcus_B comes	98.65	0.9	GCF_000155875.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_B;s__Coprococcus_B comes	98.65	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.73	11	N/A	N/A
A16_2.bin.17	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	GCF_000020605.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	97.14	0.82	GCF_000020605.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	97.14	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900317585.1, s__Agathobacter sp900317585, 95.0, 94.99, 0.73; GCF_001405615.1, s__Agathobacter faecis, 95.0, 80.54, 0.23; GCF_002735305.1, s__Agathobacter ruminis, 95.0, 78.34, 0.11; GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 78.19, 0.15; GCA_000434275.1, s__Agathobacter sp000434275, 95.0, 78.04, 0.14; GCA_900316805.1, s__Agathobacter sp900316805, 95.0, 77.2, 0.13	86.83	11	N/A	N/A
A16_2.bin.25	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.7	0.88	GCF_900167555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.7	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000157955.1, s__Gemmiger variabile, 95.0, 81.01, 0.48; GCA_002306375.1, s__Gemmiger sp002306375, 95.0, 79.83, 0.46; GCA_003476825.1, s__Gemmiger sp003476825, 95.0, 79.81, 0.48	94.33	11	N/A	N/A
A16_2.bin.28	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	GCF_003011855.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	97.7	0.93	GCF_003011855.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	97.7	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000437095.1, s__Ruminococcus_A sp000437095, 95.0, 92.1, 0.79; GCA_000432335.1, s__Ruminococcus_A sp000432335, 95.0, 79.36, 0.25; GCA_002361775.1, s__Ruminococcus_A sp002361775, 95.0, 79.18, 0.26	92.0	11	N/A	N/A
A16_2.bin.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	GCF_001487165.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	98.71	0.95	GCF_001487165.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	98.71	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900066205.1, s__Blautia_A sp900066205, 95.0, 89.97, 0.84; GCA_900066335.1, s__Blautia_A sp900066335, 95.0, 89.96, 0.87; GCA_900066145.1, s__Blautia_A sp900066145, 95.0, 79.53, 0.33; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 79.52, 0.31; GCA_000210015.1, s__Blautia_A obeum_B, 95.0, 79.41, 0.31; GCF_000484655.1, s__Blautia_A wexlerae, 95.0, 79.32, 0.35; GCF_000153905.1, s__Blautia_A obeum, 95.0, 79.29, 0.32; GCA_900066165.1, s__Blautia_A sp900066165, 95.0, 79.15, 0.32; GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 79.11, 0.36; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 79.08, 0.33; GCA_000433815.1, s__Blautia_A sp000433815, 95.0, 78.71, 0.26; GCA_000436615.1, s__Blautia_A sp000436615, 95.0, 78.64, 0.31; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 78.52, 0.27; GCA_900066505.1, s__Blautia_A sp900066505, 95.0, 78.35, 0.29; GCF_000702025.1, s__Blautia_A schinkii, 95.0, 77.75, 0.23; GCF_000157975.1, s__Blautia_A hydrogenotrophica, 95.0, 77.27, 0.08; GCF_002159835.1, s__Blautia_A sp002159835, 95.0, 77.1, 0.13	84.13	11	N/A	N/A
A17_1.bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica	GCF_000144405.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica	96.5	0.86	GCF_000144405.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica	96.5	0.86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001683355.1, s__Prevotella scopos, 95.0, 88.15, 0.79; GCF_000467895.1, s__Prevotella sp000467895, 95.0, 87.98, 0.73; GCF_900187995.1, s__Prevotella jejuni, 95.0, 86.74, 0.79; GCF_001262015.1, s__Prevotella fusca, 95.0, 83.26, 0.65; GCF_000257925.1, s__Prevotella sp000257925, 95.0, 81.15, 0.42; GCF_000377625.1, s__Prevotella veroralis, 95.0, 80.57, 0.4; GCA_003096815.1, s__Prevotella colorans, 95.0, 80.49, 0.05; GCF_000613925.1, s__Prevotella histicola, 95.0, 80.32, 0.4; GCF_000455445.1, s__Prevotella timonensis, 95.0, 79.84, 0.08; GCF_000758925.1, s__Prevotella sp000758925, 95.0, 79.83, 0.04; GCF_000220255.1, s__Prevotella pallens, 95.0, 79.58, 0.14; GCF_000613585.1, s__Prevotella denticola, 95.0, 79.48, 0.32; GCF_000613785.1, s__Prevotella oulorum, 95.0, 79.48, 0.07; GCF_000599605.1, s__Prevotella sp000599605, 95.0, 79.36, 0.06; GCF_000762405.1, s__Prevotella timonensis_A, 95.0, 79.33, 0.07; GCF_000191065.1, s__Prevotella multiformis, 95.0, 79.32, 0.28; GCF_000185845.1, s__Prevotella salivae, 95.0, 79.29, 0.09; GCF_000613405.1, s__Prevotella enoeca, 95.0, 79.24, 0.05; GCF_000518545.1, s__Prevotella seregens, 95.0, 79.14, 0.05; GCF_900155655.1, s__Prevotella ihumii, 95.0, 79.12, 0.15; GCF_000177075.1, s__Prevotella buccalis, 95.0, 79.06, 0.07; GCF_000184945.1, s__Prevotella buccae, 95.0, 78.98, 0.07; GCF_000382385.1, s__Prevotella maculosa, 95.0, 78.84, 0.07; GCF_000613505.1, s__Prevotella oris, 95.0, 78.78, 0.1; GCF_001953955.1, s__Prevotella intermedia, 95.0, 78.76, 0.13; GCF_000613345.1, s__Prevotella disiens, 95.0, 78.71, 0.13; GCF_000430525.1, s__Prevotella corporis, 95.0, 78.69, 0.12; GCF_000479005.1, s__Prevotella sp000479005, 95.0, 78.68, 0.07; GCF_000614025.1, s__Prevotella aurantiaca, 95.0, 78.67, 0.15; GCF_000160535.1, s__Prevotella bergensis, 95.0, 78.65, 0.06; GCF_000262545.1, s__Prevotella bivia, 95.0, 78.62, 0.17; GCF_900199655.1, s__Prevotella sp900199655, 95.0, 78.59, 0.05; GCF_001553265.1, s__Prevotella sp001553265, 95.0, 78.55, 0.08; GCF_003043945.1, s__Prevotella sp003043945, 95.0, 78.45, 0.06; GCF_000614065.1, s__Prevotella dentasini, 95.0, 78.36, 0.12; GCF_002224675.1, s__Prevotella copri_A, 95.0, 78.34, 0.1; GCF_002251385.1, s__Prevotella sp002251385, 95.0, 78.33, 0.07; GCF_000426585.1, s__Prevotella baroniae, 95.0, 78.25, 0.04; GCF_000614105.1, s__Prevotella micans, 95.0, 78.22, 0.05; GCF_000378745.1, s__Prevotella amnii, 95.0, 78.21, 0.11; GCF_003043925.1, s__Prevotella sp003043925, 95.0, 78.16, 0.05; GCF_000157935.1, s__Prevotella copri, 95.0, 78.14, 0.1; GCF_900113305.1, s__Prevotella sp900113305, 95.0, 78.09, 0.05; GCF_000688375.1, s__Prevotella sp000688375, 95.0, 78.04, 0.13; GCF_000613945.1, s__Prevotella falsenii, 95.0, 78.03, 0.1; GCF_001552765.1, s__Prevotella sp001552765, 95.0, 77.98, 0.04; GCA_002439605.1, s__Prevotella sp002439605, 95.0, 77.97, 0.08; GCA_002440225.1, s__Prevotella sp002440225, 95.0, 77.91, 0.08; GCA_900316015.1, s__Prevotella sp900316015, 95.0, 77.9, 0.06; GCF_000179055.1, s__Prevotella bryantii, 95.0, 77.9, 0.09; GCF_000613725.1, s__Prevotella pleuritidis, 95.0, 77.87, 0.07; GCA_002451555.1, s__Prevotella sp002451555, 95.0, 77.86, 0.07; GCF_000220235.1, s__Prevotella nigrescens, 95.0, 77.73, 0.11; GCF_000373185.1, s__Prevotella paludivivens, 95.0, 77.68, 0.08; GCA_900314195.1, s__Prevotella sp900314195, 95.0, 77.68, 0.04; GCA_003447235.1, s__Prevotella sp003447235, 95.0, 77.67, 0.05; GCA_000436915.1, s__Prevotella sp000436915, 95.0, 77.67, 0.1; GCF_000426565.1, s__Prevotella albensis, 95.0, 77.66, 0.13; GCA_900315635.1, s__Prevotella sp900315635, 95.0, 77.65, 0.09; GCF_002251365.1, s__Prevotella sp002251365, 95.0, 77.65, 0.06; GCF_900079775.1, s__Prevotella lascolaii, 95.0, 77.55, 0.04; GCA_000431975.1, s__Prevotella sp000431975, 95.0, 77.43, 0.06; GCA_900314945.1, s__Prevotella sp900314945, 95.0, 77.36, 0.06; GCA_002297965.1, s__Prevotella sp002297965, 95.0, 77.33, 0.08; GCF_000424185.1, s__Prevotella sp000424185, 95.0, 77.25, 0.06; GCA_002350355.1, s__Prevotella sp002350355, 95.0, 77.25, 0.06; GCA_900313215.1, s__Prevotella sp900313215, 95.0, 77.22, 0.11; GCA_900317685.1, s__Prevotella sp900317685, 95.0, 77.21, 0.05; GCA_900319905.1, s__Prevotella sp900319905, 95.0, 77.21, 0.05; GCA_002317385.1, s__Prevotella sp002317385, 95.0, 77.19, 0.04; GCA_000434515.1, s__Prevotella sp000434515, 95.0, 77.15, 0.08; GCA_002407775.1, s__Prevotella sp002407775, 95.0, 77.13, 0.06; GCF_000185145.2, s__Prevotella oralis, 95.0, 77.12, 0.06; GCA_002481295.1, s__Prevotella sp002481295, 95.0, 77.08, 0.06; GCF_000218235.1, s__Prevotella multisaccharivorax, 95.0, 77.03, 0.05; GCA_900316565.1, s__Prevotella sp900316565, 95.0, 77.02, 0.09; GCA_900322035.1, s__Prevotella sp900322035, 95.0, 77.01, 0.04; GCA_000435635.1, s__Prevotella sp000435635, 95.0, 76.95, 0.05; GCA_000436035.1, s__Prevotella sp000436035, 95.0, 76.93, 0.09; GCA_002353825.1, s__Prevotella sp002353825, 95.0, 76.89, 0.05; GCA_003483565.1, s__Prevotella sp003483565, 95.0, 76.88, 0.07; GCA_002479145.1, s__Prevotella sp002479145, 95.0, 76.85, 0.05; GCA_002391185.1, s__Prevotella sp002391185, 95.0, 76.81, 0.08; GCA_002305235.1, s__Prevotella sp002305235, 95.0, 76.65, 0.04; GCA_002299635.1, s__Prevotella sp002299635, 95.0, 76.63, 0.05; GCA_900315835.1, s__Prevotella sp900315835, 95.0, 76.59, 0.05; GCA_002437565.1, s__Prevotella sp002437565, 95.0, 76.52, 0.04; GCA_002300055.1, s__Prevotella sp002300055, 95.0, 76.51, 0.06; GCA_002409785.1, s__Prevotella sp002409785, 95.0, 76.49, 0.05; GCA_900314455.1, s__Prevotella sp900314455, 95.0, 76.47, 0.08; GCA_900315955.1, s__Prevotella sp900315955, 95.0, 76.46, 0.05; GCA_900318855.1, s__Prevotella sp900318855, 95.0, 76.43, 0.04; GCA_002405875.1, s__Prevotella sp002405875, 95.0, 76.28, 0.06; GCA_900322095.1, s__Prevotella sp900322095, 95.0, 76.22, 0.04; GCA_900314365.1, s__Prevotella sp900314365, 95.0, 76.19, 0.03; GCA_002437285.1, s__Prevotella sp002437285, 95.0, 76.01, 0.03; GCA_002437115.1, s__Prevotella sp002437115, 95.0, 75.93, 0.04; GCA_900317545.1, s__Prevotella sp900317545, 95.0, 75.64, 0.03; GCA_002480935.1, s__Prevotella sp002480935, 95.0, 75.42, 0.03	95.89	11	N/A	N/A
